  0.714286E-04  0.146806E+08  0.146806E+08  0.192124E+08  0.192117E+08  0.000000E+00  0.146806E+08
  0.117766E-03  0.146788E+08  0.146788E+08  0.186032E+08  0.186012E+08  0.000000E+00  0.146788E+08
  0.194163E-03  0.146739E+08  0.146739E+08  0.170370E+08  0.170320E+08  0.000000E+00  0.146739E+08
  0.320121E-03  0.146611E+08  0.146610E+08  0.133832E+08  0.133730E+08  0.000000E+00  0.146610E+08
  0.527790E-03  0.146279E+08  0.146279E+08  0.687962E+07  0.686797E+07  0.000000E+00  0.146279E+08
  0.870178E-03  0.145486E+08  0.145485E+08  0.157149E+07  0.157382E+07  0.000000E+00  0.145486E+08
  0.143468E-02  0.143786E+08  0.143783E+08  0.625193E+06  0.626917E+06  0.000000E+00  0.143785E+08
  0.236539E-02  0.140465E+08  0.140458E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.140464E+08
  0.389987E-02  0.134482E+08  0.134462E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.134479E+08
  0.441913E-02  0.132423E+08  0.132398E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.132419E+08
  0.500753E-02  0.130096E+08  0.130064E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.130091E+08
  0.567427E-02  0.127481E+08  0.127441E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.127475E+08
  0.642980E-02  0.124557E+08  0.124506E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.124548E+08
  0.728591E-02  0.121302E+08  0.121237E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.121291E+08
  0.825602E-02  0.117695E+08  0.117614E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.117682E+08
  0.935530E-02  0.113717E+08  0.113616E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.113701E+08
  0.106009E-01  0.109348E+08  0.109222E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.109327E+08
  0.120124E-01  0.104569E+08  0.104413E+08  0.000000E+00  0.000000E+00  0.000000E+00  0.104543E+08
  0.136119E-01  0.993646E+07  0.991735E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.993328E+07
  0.154243E-01  0.937287E+07  0.934965E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.936900E+07
  0.174780E-01  0.878876E+07  0.876093E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.878413E+07
  0.198052E-01  0.814913E+07  0.811630E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.814366E+07
  0.224422E-01  0.745841E+07  0.742048E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.745208E+07
  0.254303E-01  0.676027E+07  0.671765E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.675317E+07
  0.288163E-01  0.606263E+07  0.601642E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.605493E+07
  0.326532E-01  0.537736E+07  0.532954E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.536939E+07
  0.370009E-01  0.477479E+07  0.472822E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.476702E+07
