  0.419275E-01  0.421482E+07  0.417298E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.420784E+07
  0.475101E-01  0.372831E+07  0.369440E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.372266E+07
  0.538360E-01  0.336093E+07  0.333652E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.335686E+07
  0.610042E-01  0.303185E+07  0.301556E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.302913E+07
  0.681471E-01  0.272853E+07  0.271582E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.272641E+07
  0.752899E-01  0.244057E+07  0.242750E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.243839E+07
  0.824328E-01  0.215517E+07  0.213999E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.215264E+07
  0.895756E-01  0.190622E+07  0.188949E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.190343E+07
  0.967185E-01  0.171291E+07  0.169654E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.171018E+07
  0.103861E+00  0.157383E+07  0.155972E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.157148E+07
  0.111004E+00  0.147428E+07  0.146328E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.147245E+07
  0.118147E+00  0.139256E+07  0.138425E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.139117E+07
  0.125290E+00  0.130951E+07  0.130263E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.130837E+07
  0.132433E+00  0.121826E+07  0.121147E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.121713E+07
  0.139576E+00  0.112259E+07  0.111509E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.112134E+07
  0.146718E+00  0.103203E+07  0.102383E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.103066E+07
  0.153861E+00  0.956661E+06  0.948342E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.955275E+06
  0.161004E+00  0.899372E+06  0.891660E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.898087E+06
  0.168147E+00  0.856074E+06  0.849445E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.854970E+06
  0.175290E+00  0.820388E+06  0.814872E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.819468E+06
  0.182433E+00  0.785426E+06  0.780680E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.784635E+06
  0.189576E+00  0.747026E+06  0.742559E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.746281E+06
  0.196718E+00  0.705634E+06  0.701064E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.704872E+06
  0.203861E+00  0.664348E+06  0.659547E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.663548E+06
  0.211004E+00  0.626948E+06  0.622037E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.626129E+06
  0.223789E+00  0.575705E+06  0.571207E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.574955E+06
  0.237347E+00  0.536471E+06  0.532809E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.535861E+06
  0.251728E+00  0.496062E+06  0.492826E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.495523E+06
  0.266980E+00  0.451046E+06  0.447780E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.450502E+06
  0.283155E+00  0.411811E+06  0.408725E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.411296E+06
  0.300311E+00  0.380581E+06  0.377946E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.380142E+06
  0.318506E+00  0.349235E+06  0.346823E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.348833E+06
  0.337804E+00  0.318008E+06  0.315691E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.317622E+06
  0.358271E+00  0.291800E+06  0.289737E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.291456E+06
  0.379978E+00  0.267355E+06  0.265484E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.267043E+06
  0.403000E+00  0.243779E+06  0.242031E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.243488E+06
  0.427417E+00  0.223134E+06  0.221563E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.222873E+06
  0.596509E+00  0.132496E+06  0.131558E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.132339E+06
  0.832495E+00  0.775840E+05  0.770354E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.774926E+05
  0.116184E+01  0.448664E+05  0.445493E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.448136E+05
  0.162148E+01  0.256710E+05  0.254896E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.256408E+05
  0.226296E+01  0.145540E+05  0.144512E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.145369E+05
  0.315821E+01  0.818613E+04  0.812827E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.817648E+04
  0.440764E+01  0.457274E+04  0.454039E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.456735E+04
  0.615135E+01  0.253894E+04  0.252095E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.253594E+04
