    0.10000E-03    0.28683E+03
    0.10202E-03    0.29239E+03
    0.10408E-03    0.29805E+03
    0.10618E-03    0.30383E+03
    0.10833E-03    0.30971E+03
    0.11052E-03    0.31571E+03
    0.11275E-03    0.32183E+03
    0.11503E-03    0.32807E+03
    0.11735E-03    0.33442E+03
    0.11972E-03    0.34090E+03
    0.12214E-03    0.34750E+03
    0.12461E-03    0.35423E+03
    0.12712E-03    0.36109E+03
    0.12969E-03    0.36809E+03
    0.13231E-03    0.37521E+03
    0.13499E-03    0.38248E+03
    0.13771E-03    0.38989E+03
    0.14049E-03    0.39744E+03
    0.14333E-03    0.40513E+03
    0.14623E-03    0.41298E+03
    0.14918E-03    0.42097E+03
    0.15220E-03    0.42912E+03
    0.15527E-03    0.43743E+03
    0.15841E-03    0.44590E+03
    0.16161E-03    0.45453E+03
    0.16487E-03    0.46332E+03
    0.16820E-03    0.47229E+03
    0.17160E-03    0.48143E+03
    0.17507E-03    0.49075E+03
    0.17860E-03    0.50024E+03
    0.18221E-03    0.50992E+03
    0.18589E-03    0.51979E+03
    0.18965E-03    0.52984E+03
    0.19348E-03    0.54009E+03
    0.19739E-03    0.55054E+03
    0.20138E-03    0.56119E+03
    0.20544E-03    0.57204E+03
    0.20959E-03    0.58310E+03
    0.21383E-03    0.59438E+03
    0.21815E-03    0.60587E+03
    0.22255E-03    0.61758E+03
    0.22705E-03    0.62952E+03
    0.23164E-03    0.64169E+03
    0.23632E-03    0.65409E+03
    0.24109E-03    0.66672E+03
    0.24596E-03    0.67960E+03
    0.25093E-03    0.69273E+03
    0.25600E-03    0.70611E+03
    0.26117E-03    0.71975E+03
    0.26645E-03    0.73365E+03
    0.27183E-03    0.74781E+03
    0.27732E-03    0.76224E+03
    0.28292E-03    0.77695E+03
    0.28864E-03    0.79194E+03
    0.29447E-03    0.80722E+03
    0.30042E-03    0.82279E+03
    0.30649E-03    0.83866E+03
    0.31268E-03    0.85483E+03
    0.31899E-03    0.87131E+03
    0.32544E-03    0.88810E+03
    0.33201E-03    0.90521E+03
    0.33872E-03    0.92265E+03
    0.34556E-03    0.94042E+03
    0.35254E-03    0.95853E+03
    0.35966E-03    0.97698E+03
    0.36693E-03    0.99578E+03
    0.37434E-03    0.10149E+04
    0.38190E-03    0.10345E+04
    0.38962E-03    0.10543E+04
    0.39749E-03    0.10746E+04
    0.40552E-03    0.10953E+04
    0.41371E-03    0.11163E+04
    0.42207E-03    0.11377E+04
    0.43060E-03    0.11596E+04
    0.43929E-03    0.11818E+04
    0.44817E-03    0.12045E+04
    0.45722E-03    0.12276E+04
    0.46646E-03    0.12511E+04
    0.47588E-03    0.12751E+04
    0.48550E-03    0.12995E+04
    0.49530E-03    0.13243E+04
    0.50531E-03    0.13497E+04
    0.51552E-03    0.13755E+04
    0.52593E-03    0.14018E+04
    0.53656E-03    0.14286E+04
    0.54739E-03    0.14558E+04
    0.55845E-03    0.14836E+04
    0.56973E-03    0.15119E+04
    0.58124E-03    0.15407E+04
    0.59299E-03    0.15701E+04
    0.60496E-03    0.15999E+04
    0.61719E-03    0.16304E+04
    0.62965E-03    0.16614E+04
    0.64237E-03    0.16929E+04
    0.65535E-03    0.17251E+04
    0.66859E-03    0.17578E+04
    0.68210E-03    0.17911E+04
    0.69588E-03    0.18250E+04
    0.70993E-03    0.18596E+04
    0.72427E-03    0.18947E+04
    0.73891E-03    0.19305E+04
    0.75383E-03    0.19670E+04
    0.76906E-03    0.20041E+04
    0.78460E-03    0.20419E+04
    0.80045E-03    0.20803E+04
    0.81662E-03    0.21194E+04
    0.83311E-03    0.21592E+04
    0.84994E-03    0.21998E+04
    0.86711E-03    0.22410E+04
    0.88463E-03    0.22830E+04
    0.90250E-03    0.23257E+04
    0.92073E-03    0.23692E+04
    0.93933E-03    0.24134E+04
    0.95831E-03    0.24584E+04
    0.97767E-03    0.25042E+04
    0.99742E-03    0.25508E+04
    0.10176E-02    0.25982E+04
    0.10381E-02    0.26464E+04
    0.10591E-02    0.26954E+04
    0.10805E-02    0.27453E+04
    0.11023E-02    0.27960E+04
    0.11246E-02    0.28476E+04
    0.11473E-02    0.29000E+04
    0.11705E-02    0.29534E+04
    0.11941E-02    0.30076E+04
    0.12182E-02    0.30627E+04
    0.12429E-02    0.31188E+04
    0.12680E-02    0.31758E+04
    0.12936E-02    0.32337E+04
    0.13197E-02    0.32926E+04
    0.13464E-02    0.33525E+04
    0.13736E-02    0.34133E+04
    0.14013E-02    0.34751E+04
    0.14296E-02    0.35379E+04
    0.14585E-02    0.36017E+04
    0.14880E-02    0.36666E+04
    0.15180E-02    0.37324E+04
    0.15487E-02    0.37993E+04
    0.15800E-02    0.38673E+04
