    0.16119E-02    0.39363E+04
    0.16445E-02    0.40064E+04
    0.16777E-02    0.40775E+04
    0.17116E-02    0.41498E+04
    0.17462E-02    0.42231E+04
    0.17814E-02    0.42975E+04
    0.18174E-02    0.43730E+04
    0.18541E-02    0.44496E+04
    0.18916E-02    0.45274E+04
    0.19298E-02    0.46062E+04
    0.19688E-02    0.46862E+04
    0.20086E-02    0.47674E+04
    0.20491E-02    0.48496E+04
    0.20905E-02    0.49330E+04
    0.21328E-02    0.50176E+04
    0.21758E-02    0.51033E+04
    0.22198E-02    0.51901E+04
    0.22646E-02    0.52781E+04
    0.23104E-02    0.53673E+04
    0.23571E-02    0.54576E+04
    0.24047E-02    0.55491E+04
    0.24533E-02    0.56418E+04
    0.25028E-02    0.57356E+04
    0.25534E-02    0.58306E+04
    0.26050E-02    0.59267E+04
    0.26576E-02    0.60240E+04
    0.27113E-02    0.61225E+04
    0.27660E-02    0.62221E+04
    0.28219E-02    0.63229E+04
    0.28789E-02    0.64248E+04
    0.29371E-02    0.65279E+04
    0.29964E-02    0.66321E+04
    0.30569E-02    0.67375E+04
    0.31187E-02    0.68440E+04
    0.31817E-02    0.69516E+04
    0.32460E-02    0.70603E+04
    0.33115E-02    0.71701E+04
    0.33784E-02    0.72810E+04
    0.34467E-02    0.73930E+04
    0.35163E-02    0.75061E+04
    0.35874E-02    0.76202E+04
    0.36598E-02    0.77354E+04
    0.37338E-02    0.78516E+04
    0.38092E-02    0.79689E+04
    0.38861E-02    0.80871E+04
    0.39646E-02    0.82064E+04
    0.40447E-02    0.83264E+04
    0.41264E-02    0.84472E+04
    0.42098E-02    0.85685E+04
    0.42948E-02    0.86902E+04
    0.43816E-02    0.88120E+04
    0.44701E-02    0.89337E+04
    0.45604E-02    0.90555E+04
    0.46525E-02    0.91774E+04
    0.47465E-02    0.92996E+04
    0.48424E-02    0.94224E+04
    0.49402E-02    0.95459E+04
    0.50400E-02    0.96704E+04
    0.51419E-02    0.97960E+04
    0.52457E-02    0.99224E+04
    0.53517E-02    0.10049E+05
    0.54598E-02    0.10177E+05
    0.55701E-02    0.10305E+05
    0.56826E-02    0.10433E+05
    0.57974E-02    0.10560E+05
    0.59145E-02    0.10688E+05
    0.60340E-02    0.10815E+05
    0.61559E-02    0.10941E+05
    0.62803E-02    0.11068E+05
    0.64072E-02    0.11194E+05
    0.65366E-02    0.11320E+05
    0.66686E-02    0.11445E+05
    0.68033E-02    0.11569E+05
    0.69408E-02    0.11693E+05
    0.70810E-02    0.11816E+05
    0.72240E-02    0.11938E+05
    0.73700E-02    0.12059E+05
    0.75189E-02    0.12179E+05
    0.76708E-02    0.12298E+05
    0.78257E-02    0.12416E+05
    0.79838E-02    0.12532E+05
    0.81451E-02    0.12646E+05
    0.83096E-02    0.12759E+05
    0.84775E-02    0.12870E+05
    0.86488E-02    0.12979E+05
    0.88235E-02    0.13086E+05
    0.90017E-02    0.13190E+05
    0.91836E-02    0.13293E+05
    0.93691E-02    0.13393E+05
    0.95583E-02    0.13490E+05
    0.97514E-02    0.13585E+05
    0.99484E-02    0.13677E+05
    0.10149E-01    0.13766E+05
    0.10354E-01    0.13852E+05
    0.10564E-01    0.13934E+05
    0.10777E-01    0.14013E+05
    0.10995E-01    0.14088E+05
    0.11217E-01    0.14159E+05
    0.11443E-01    0.14227E+05
    0.11675E-01    0.14290E+05
    0.11910E-01    0.14350E+05
    0.12151E-01    0.14405E+05
    0.12397E-01    0.14456E+05
    0.12647E-01    0.14502E+05
    0.12902E-01    0.14543E+05
    0.13163E-01    0.14578E+05
    0.13429E-01    0.14608E+05
    0.13700E-01    0.14631E+05
    0.13977E-01    0.14648E+05
    0.14259E-01    0.14660E+05
    0.14547E-01    0.14666E+05
    0.14841E-01    0.14668E+05
    0.15141E-01    0.14666E+05
    0.15447E-01    0.14660E+05
    0.15759E-01    0.14652E+05
    0.16077E-01    0.14639E+05
    0.16402E-01    0.14622E+05
    0.16734E-01    0.14598E+05
    0.17072E-01    0.14568E+05
    0.17416E-01    0.14530E+05
    0.17768E-01    0.14482E+05
    0.18127E-01    0.14426E+05
    0.18493E-01    0.14361E+05
    0.18867E-01    0.14285E+05
    0.19248E-01    0.14201E+05
    0.19637E-01    0.14107E+05
    0.20034E-01    0.14003E+05
    0.20438E-01    0.13891E+05
    0.20851E-01    0.13770E+05
    0.21272E-01    0.13642E+05
    0.21702E-01    0.13507E+05
    0.22141E-01    0.13367E+05
    0.22588E-01    0.13222E+05
    0.23044E-01    0.13073E+05
    0.23510E-01    0.12920E+05
    0.23985E-01    0.12763E+05
    0.24469E-01    0.12601E+05
    0.24964E-01    0.12436E+05
    0.25468E-01    0.12267E+05
    0.25982E-01    0.12094E+05
    0.26507E-01    0.11917E+05
    0.27043E-01    0.11735E+05
    0.27589E-01    0.11548E+05
    0.28146E-01    0.11357E+05
    0.28715E-01    0.11160E+05
    0.29295E-01    0.10958E+05
    0.29887E-01    0.10752E+05
    0.30490E-01    0.10546E+05
    0.31106E-01    0.10341E+05
    0.31735E-01    0.10139E+05
    0.32376E-01    0.99429E+04
    0.33030E-01    0.97537E+04
    0.33697E-01    0.95714E+04
    0.34378E-01    0.93943E+04
    0.35072E-01    0.92208E+04
    0.35781E-01    0.90495E+04
    0.36504E-01    0.88791E+04
    0.37241E-01    0.87081E+04
    0.37993E-01    0.85364E+04
    0.38761E-01    0.83645E+04
    0.39544E-01    0.81931E+04
    0.40343E-01    0.80232E+04
    0.41158E-01    0.78552E+04
    0.41989E-01    0.76897E+04
    0.42838E-01    0.75277E+04
    0.43703E-01    0.73707E+04
    0.44586E-01    0.72202E+04
    0.45486E-01    0.70777E+04
    0.46405E-01    0.69446E+04
    0.47343E-01    0.68221E+04
    0.48299E-01    0.67110E+04
    0.49275E-01    0.66101E+04
    0.50270E-01    0.65175E+04
    0.51286E-01    0.64312E+04
    0.52322E-01    0.63494E+04
    0.53379E-01    0.62705E+04
    0.54457E-01    0.61928E+04
    0.55557E-01    0.61152E+04
    0.56680E-01    0.60368E+04
    0.57825E-01    0.59566E+04
    0.58993E-01    0.58739E+04
    0.60184E-01    0.57878E+04
    0.61400E-01    0.56978E+04
    0.62641E-01    0.56034E+04
    0.63906E-01    0.55050E+04
    0.65197E-01    0.54029E+04
    0.66514E-01    0.52975E+04
    0.67858E-01    0.51890E+04
    0.69229E-01    0.50778E+04
    0.70627E-01    0.49629E+04
    0.72054E-01    0.48431E+04
    0.73510E-01    0.47175E+04
    0.74994E-01    0.45851E+04
    0.76509E-01    0.44456E+04
    0.78055E-01    0.43006E+04
    0.79632E-01    0.41526E+04
    0.81241E-01    0.40037E+04
    0.82882E-01    0.38559E+04
    0.84556E-01    0.37109E+04
    0.86264E-01    0.35703E+04
    0.88007E-01    0.34357E+04
    0.89785E-01    0.33081E+04
    0.91598E-01    0.31885E+04
    0.93449E-01    0.30774E+04
    0.95337E-01    0.29755E+04
    0.97263E-01    0.28829E+04
    0.99227E-01    0.27999E+04
    0.10123E+00    0.27258E+04
    0.10328E+00    0.26603E+04
    0.10536E+00    0.26028E+04
    0.10749E+00    0.25521E+04
    0.10966E+00    0.25066E+04
    0.11188E+00    0.24650E+04
    0.11414E+00    0.24255E+04
    0.11644E+00    0.23859E+04
    0.11880E+00    0.23442E+04
    0.12120E+00    0.22988E+04
    0.12365E+00    0.22486E+04
    0.12614E+00    0.21927E+04
    0.12869E+00    0.21308E+04
    0.13129E+00    0.20634E+04
    0.13394E+00    0.19912E+04
    0.13665E+00    0.19155E+04
    0.13941E+00    0.18380E+04
    0.14223E+00    0.17605E+04
    0.14510E+00    0.16854E+04
    0.14803E+00    0.16150E+04
    0.15102E+00    0.15510E+04
    0.15407E+00    0.14943E+04
    0.15718E+00    0.14452E+04
    0.16036E+00    0.14033E+04
    0.16360E+00    0.13676E+04
    0.16690E+00    0.13369E+04
    0.17028E+00    0.13099E+04
    0.17371E+00    0.12848E+04
    0.17722E+00    0.12596E+04
    0.18080E+00    0.12325E+04
    0.18446E+00    0.12021E+04
    0.18818E+00    0.11676E+04
    0.19198E+00    0.11295E+04
    0.19586E+00    0.10887E+04
    0.19982E+00    0.10466E+04
    0.20386E+00    0.10048E+04
    0.20797E+00    0.96515E+03
    0.21218E+00    0.92927E+03
    0.21646E+00    0.89798E+03
    0.22083E+00    0.87094E+03
    0.22530E+00    0.84771E+03
    0.22985E+00    0.82743E+03
    0.23449E+00    0.80853E+03
    0.23923E+00    0.78955E+03
    0.24406E+00    0.76948E+03
    0.24899E+00    0.74790E+03
    0.25402E+00    0.72447E+03
    0.25915E+00    0.69975E+03
    0.26439E+00    0.67512E+03
    0.26973E+00    0.65179E+03
    0.27518E+00    0.63042E+03
    0.28074E+00    0.61121E+03
    0.28641E+00    0.59426E+03
    0.29219E+00    0.57902E+03
    0.29810E+00    0.56447E+03
    0.30412E+00    0.54970E+03
    0.31026E+00    0.53443E+03
    0.31653E+00    0.51878E+03
    0.32292E+00    0.50289E+03
    0.32945E+00    0.48723E+03
    0.33610E+00    0.47243E+03
    0.34289E+00    0.45894E+03
    0.34982E+00    0.44659E+03
    0.35689E+00    0.43489E+03
    0.36409E+00    0.42344E+03
    0.37145E+00    0.41209E+03
    0.37895E+00    0.40081E+03
    0.38661E+00    0.38959E+03
    0.39442E+00    0.37862E+03
    0.40239E+00    0.36815E+03
    0.41052E+00    0.35833E+03
    0.41881E+00    0.34906E+03
    0.42727E+00    0.34017E+03
    0.43590E+00    0.33152E+03
    0.44471E+00    0.32310E+03
    0.45369E+00    0.31488E+03
    0.46286E+00    0.30689E+03
    0.47221E+00    0.29910E+03
    0.48174E+00    0.29153E+03
    0.49148E+00    0.28416E+03
    0.50141E+00    0.27700E+03
    0.51153E+00    0.27004E+03
    0.52187E+00    0.26328E+03
    0.53241E+00    0.25672E+03
    0.54317E+00    0.25035E+03
    0.55414E+00    0.24417E+03
    0.56533E+00    0.23818E+03
    0.57675E+00    0.23237E+03
    0.58840E+00    0.22674E+03
    0.60029E+00    0.22129E+03
    0.61242E+00    0.21601E+03
    0.62479E+00    0.21089E+03
    0.63741E+00    0.20593E+03
    0.65029E+00    0.20111E+03
    0.66342E+00    0.19644E+03
    0.67683E+00    0.19190E+03
    0.69050E+00    0.18750E+03
    0.70445E+00    0.18321E+03
    0.71868E+00    0.17904E+03
    0.73320E+00    0.17499E+03
    0.74801E+00    0.17104E+03
    0.76312E+00    0.16719E+03
    0.77854E+00    0.16344E+03
    0.79426E+00    0.15979E+03
    0.81031E+00    0.15622E+03
    0.82668E+00    0.15274E+03
    0.84338E+00    0.14935E+03
    0.86041E+00    0.14603E+03
    0.87780E+00    0.14278E+03
    0.89553E+00    0.13961E+03
    0.91362E+00    0.13652E+03
    0.93208E+00    0.13349E+03
    0.95091E+00    0.13053E+03
    0.97011E+00    0.12763E+03
    0.98971E+00    0.12479E+03
    0.10097E+01    0.12202E+03
    0.10301E+01    0.11931E+03
    0.10509E+01    0.11665E+03
    0.10721E+01    0.11405E+03
    0.10938E+01    0.11150E+03
    0.11159E+01    0.10901E+03
    0.11384E+01    0.10656E+03
    0.11614E+01    0.10416E+03
    0.11849E+01    0.10182E+03
    0.12088E+01    0.99517E+02
    0.12333E+01    0.97262E+02
    0.12582E+01    0.95050E+02
    0.12836E+01    0.92882E+02
    0.13095E+01    0.90756E+02
    0.13360E+01    0.88671E+02
    0.13630E+01    0.86625E+02
    0.13905E+01    0.84618E+02
    0.14186E+01    0.82649E+02
    0.14472E+01    0.80717E+02
    0.14765E+01    0.78821E+02
    0.15063E+01    0.76961E+02
    0.15367E+01    0.75134E+02
    0.15678E+01    0.73342E+02
    0.15994E+01    0.71583E+02
    0.16318E+01    0.69856E+02
    0.16647E+01    0.68161E+02
    0.16984E+01    0.66497E+02
    0.17327E+01    0.64863E+02
    0.17677E+01    0.63260E+02
    0.18034E+01    0.61687E+02
    0.18398E+01    0.60142E+02
    0.18770E+01    0.58627E+02
    0.19149E+01    0.57140E+02
    0.19536E+01    0.55681E+02
    0.19930E+01    0.54249E+02
    0.20333E+01    0.52845E+02
    0.20744E+01    0.51467E+02
    0.21163E+01    0.50116E+02
    0.21590E+01    0.48791E+02
    0.22026E+01    0.47491E+02
    0.22471E+01    0.46216E+02
    0.22925E+01    0.44967E+02
    0.23388E+01    0.43742E+02
    0.23861E+01    0.42542E+02
    0.24343E+01    0.41366E+02
    0.24835E+01    0.40214E+02
    0.25336E+01    0.39086E+02
    0.25848E+01    0.37981E+02
    0.26370E+01    0.36900E+02
    0.26903E+01    0.35841E+02
    0.27447E+01    0.34806E+02
    0.28001E+01    0.33793E+02
    0.28567E+01    0.32802E+02
    0.29144E+01    0.31833E+02
    0.29733E+01    0.30887E+02
    0.30333E+01    0.29961E+02
    0.30946E+01    0.29057E+02
    0.31571E+01    0.28174E+02
    0.32209E+01    0.27311E+02
    0.32860E+01    0.26469E+02
    0.33523E+01    0.25647E+02
    0.34201E+01    0.24844E+02
    0.34892E+01    0.24061E+02
    0.35596E+01    0.23297E+02
    0.36316E+01    0.22551E+02
    0.37049E+01    0.21824E+02
    0.37798E+01    0.21115E+02
    0.38561E+01    0.20423E+02
    0.39340E+01    0.19749E+02
    0.40135E+01    0.19093E+02
    0.40946E+01    0.18453E+02
    0.41773E+01    0.17829E+02
    0.42617E+01    0.17222E+02
    0.43478E+01    0.16631E+02
    0.44356E+01    0.16056E+02
    0.45252E+01    0.15496E+02
    0.46166E+01    0.14952E+02
    0.47099E+01    0.14424E+02
    0.48050E+01    0.13911E+02
    0.49021E+01    0.13413E+02
    0.50011E+01    0.12930E+02
    0.51021E+01    0.12463E+02
    0.52052E+01    0.12011E+02
    0.53104E+01    0.11573E+02
    0.54176E+01    0.11150E+02
    0.55271E+01    0.10741E+02
    0.56387E+01    0.10347E+02
    0.57526E+01    0.99658E+01
    0.58689E+01    0.95983E+01
    0.59874E+01    0.92440E+01
    0.61084E+01    0.89026E+01
